title,release,synopsis,seasons,episodes,genres,img_path
Thomas & Friends,1984,"Thomas & Friends is a British children's television series, which had its first broadcast on the ITV network on 4 September 1984. It is based on The Railway Series of books by the Reverend Wilbert Awdry and his son, Christopher Awdry. These books deal with the adventures of a group of anthropomorphised locomotives and road vehicles who live on the fictional Island of Sodor. The books were based on stories Wilbert told to entertain his son, Christopher during his recovery from measles. From Series one to four, many of the stories are based on events from Awdry's personal experience.",24,23,"Animation, Kids",https://image.tmdb.org/t/p/w600_and_h900_bestv2/s8RtAklJqHo6iMtKz1FIVBm92R2.jpg
From,2022,"Unravel the mystery of a nightmarish town in middle America that traps all those who enter. As the unwilling residents fight to keep a sense of normalcy and search for a way out, they must also survive the threats of the surrounding forest – including the terrifying creatures that come out when the sun goes down.",1,10,"Mystery, Drama, Sci-Fi & Fantasy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/h2XVccFQMQSBb6ZhyXOHMtAwrMP.jpg
Yu-Gi-Oh! Duel Monsters,2000,"Bullies often target someone frail and weak—someone exactly like Yûgi Muto. He treasures his Millennium Puzzle, an ancient Egyptian artifact that was brought into his grandfather's game shop. Believing that solving the puzzle will grant him his wish, he completes the puzzle, unleashing a new personality within him, the soul of the ""King of Games."" The new personality named Yami Yûgi is the exact opposite of Yûgi. Upon any injustice toward him, Yami Yûgi takes over Yûgi's body and forces the opponent into a ""Shadow Game"".",1,224,"Animation, Kids, Action & Adventure",https://image.tmdb.org/t/p/w600_and_h900_bestv2/eQudswX8mdPZxEoLM6ax9PsORDi.jpg
Red vs. Blue,2003,"In the distant future, two groups of soldiers battle for control of the least desirable piece of real estate in the known universe: a box canyon in the middle of nowhere.",1,12,"Animation, Comedy, Sci-Fi & Fantasy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/ieGCVoyOkOo6jNPM9v1L6jGiM0N.jpg
The Man Who Fell to Earth,2022,An extraterrestrial alien arrives on Earth at a turning point in human evolution and must confront his own past to determine our future.,1,9,Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/p1aBjGkyG25ADy4xu69joNMV3eQ.jpg
Kuruluş Osman,2019,"The life of Osman Bey, the son of Ertugrul Gazi and the founder of the Ottoman Empire.",3,35,"War & Politics, Action & Adventure, Drama, Documentary",https://image.tmdb.org/t/p/w600_and_h900_bestv2/tu4BWsGFHcYDWulZwHxylA91vo0.jpg
Cosmos,2014,Famed astrophysicist Neil deGrasse Tyson provides clarity for the vision of the cosmos as he voyages across the universe with never-before-told stories that delve into the scientific concepts of the laws of gravity and the origins of space and time.,1,13,Documentary,https://image.tmdb.org/t/p/w600_and_h900_bestv2/5o07ps0QZ0bNoRYxTn9cPdRWlUu.jpg
The Middle,2009,"The daily mishaps of a married woman and her semi-dysfunctional family and their attempts to survive life in general in the city of Orson, Indiana.",9,24,Comedy,https://image.tmdb.org/t/p/w600_and_h900_bestv2/juK49EV9pFGVITn04A58rrqvLXq.jpg
The Penthouse,2020,"A woman puts everything on the line to achieve her goal of being able to move into a luxury penthouse in the Gangnam District. In the process, she gradually finds herself turning into a monster.",3,14,"Drama, Mystery",https://image.tmdb.org/t/p/w600_and_h900_bestv2/33WzWRlmxjpW00zOGin6qrx6iqU.jpg
Sommerhytta,2017,"Three families will realize their cabin dream. In just a few square meters they will create their own summer paradise, which they may end up winning after ten weeks have passed.",6,13,"Reality, Family",https://image.tmdb.org/t/p/w600_and_h900_bestv2/4mqpUiOMUGH7YIPUC7nhVhGS5yZ.jpg
Zoey 101,2005,"Zoey 101 is an American television series which originally aired on Nickelodeon from January 9, 2005 until May 2, 2008. It focuses on the lives of teenager Zoey Brooks and her friends as they attend Pacific Coast Academy, a fictional boarding school in Southern California. It was created by Dan Schneider. It was initially filmed at Pepperdine University in Malibu, California, then at stages in Valencia, California beginning in season 3. It was nominated for an ""Outstanding Children's Program"" Emmy in 2005. Zoey 101 was the most expensive production ever for Nickelodeon series, as it was shot completely on location in Malibu. It was also Nickelodeon's best performance for a series premiere in almost eight years. Despite this, many critics have made negative comments about the show, its setting, and its characters.",4,14,"Drama, Comedy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/3eOM57RTccTSvqcYFhWwm9DAba8.jpg
I'm in the Band,2009,"Tripp Campbell is the new lead guitarist for Iron Weasel, a band that once ruled the world of 80s pop metal. Can he push the washed-up rockers out of his parents' guest room and back in the limelight?",2,21,Comedy,https://image.tmdb.org/t/p/w600_and_h900_bestv2/cHTj9R311yylFlszfpQ0tk7Gpkh.jpg
Downtown no Gaki no Tsukai ya Arahende!!,1989,"A Japanese variety show hosted by popular Japanese owarai duo, Downtown, with comedian Hōsei Tsukitei (formerly known as Hōsei Yamasaki) and owarai duo Cocorico co-hosting.",34,7,Comedy,https://image.tmdb.org/t/p/w600_and_h900_bestv2/59IPwylg1xLeYigjH9bDauN7MCq.jpg
Cuéntame cómo pasó,2001,"Recounts the experiences of a middle-class family, the Alcántaras, during the last years of the rule of Francisco Franco and the beginning of the Spanish Transition to democracy.",22,14,"Comedy, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/4Mh729idpeEPAtDeTOJBkd72Mnk.jpg
The Worst Witch,2017,"Mayhem and mishaps follow young witch Mildred Hubble wherever she goes. She just can't help it! But with her friends' help, Mildred always manages to avoid disaster just in time.",4,13,"Kids, Mystery, Sci-Fi & Fantasy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/fLhJKgPKeBsQaSe0i7VOnRQl37r.jpg
Downtown,2022,"After the death of their father, rivalry breaks out among his children when the eldest son discovers that his name has been excluded from the will.",1,60,Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/iE3yEpYvxbRJFXeIuJjkyPugLCF.jpg
Colin in Black & White,2021,The life of athlete Colin Kaepernick and his adoptive parents as they navigate the challenges of raising a black son in a white family and community.,1,6,Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/6oFDp6npK1Obi3rMhmDXVOXri6D.jpg
Queen's Blade,2009,"Leina is walking outside of town when she encounters Melona, and tells her she is going to defeat her for attacking travellers. Melona taunts Leina for being such a weak fighter, and says she only wants to fight decent warriors as she is a participant in the Queen's Blade, a tournament held every four years to decide who is going to be the next Queen. Risty is watching the battle from the sidelines, and just as Melona is about to kill Leina, Risty intervenes and saves her life. Soon after, Nanael appears on the battlefield, hoping she found a potential battle, only to find the place deserted. Risty tends to Leina until she recovers and takes her as a prisoner back to Vance Castle to recover the bounty on her head. When Risty arrives at the castle, Claudette appears and arrests Risty for being a thief and imprisons her in the castle's dungeon. However, Risty escapes and steals the Vance Family's heirloom breastplate. She hides in Leina's room and gives Leina the armor, then leaves, encountering Claudette outside and they fight. Meanwhile, Melona appears at Leina's window. They fight, and Leina defeats Melona by stopping her from shooting acid from her breasts, causing her to explode.",1,12,"Action & Adventure, Animation, Sci-Fi & Fantasy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/cBJlA0w2RM2OKCuZsI94VeQqErp.jpg
Formula 1: Drive to Survive,2019,"Drivers, managers and team owners live life in the fast lane -- both on and off the track -- during one cutthroat season of Formula 1 racing.",4,10,Documentary,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hZZpqv9bKo9tUMmQY54HIJcgyqx.jpg
Da Cor do Pecado,2004,A Maranhense young woman and a carioca tourist photographer fall for each other and get separated by destiny and a woman obsessed with his family's fortune.,1,185,"Comedy, Drama, Soap",https://image.tmdb.org/t/p/w600_and_h900_bestv2/enXaNoI9K6bsBQpQNTXMP57yULF.jpg
康熙來了,2004,"KangXi Lai Le is a Taiwanese variety-comedy talk show hosted by variety show veterans Dee Hsu and Kevin Tsai. It was produced by Chungta Production from 2004 to 2009, and currently produced by Gold Star Production along with the writing and production staff of GUESS. It was first broadcast on 5 January 2004 and currently airs Monday to Friday at 22:00-23:00 on cable TV CTi Variety. In most episodes, the hosts interview a panel of celebrities in various and controversial topics while employing their signature comedic bantering. It is broadcast in Hong Kong on ATV Home under the name of Variety Show of Mr Con and Ms Csi.",13,8,"Talk, Reality",https://image.tmdb.org/t/p/w600_and_h900_bestv2/bVWEPDZHRSdd7voVled6CLLq1zB.jpg
Shaggy & Scooby-Doo Get a Clue!,2006,"Shaggy & Scooby-Doo Get a Clue! is the tenth incarnation of Hanna-Barbera's Scooby-Doo series of Friday night cartoons. It debuted on September 23, 2006, and ran on Kids WB on Saturday mornings. Produced by Warner Bros. Animation, this was the last cartoon series produced by co-creator, Joseph Barbera. The second season premiered on Teletoon in Canada on September 6, 2010, at 8:30 a.m., and is also available online at Cartoon Network Online.",2,13,"Animation, Comedy, Family, Kids, Mystery",https://image.tmdb.org/t/p/w600_and_h900_bestv2/5pGwh9BKmw6Ciy5EvXqm9aKPZWT.jpg
Welcome to Demon School! Iruma-kun,2019,"Fourteen-year-old Suzuki Iruma has just been abandoned and sold to a demon by his irresponsible parents! Surprisingly, the next thing he knows he's living with the demon who has adopted him as his new grandson, and has been transferred into a school in the demon world where his new ""demon"" grandfather works as the principal. Thus begins the cowardly Iruma-kun's extraordinary school life among the otherworldly as he faces his true self, takes on challenges, and rises to become someone great.",2,21,"Animation, Comedy, Sci-Fi & Fantasy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/aed6I1EMR4Lbk8bdikWrndbn5Og.jpg
The Naked Director,2019,"Pinku (the Japanese softcore film sub-genre) has a long and historied part in Japanese cinema. The genre has existed for over forty years and seen many ebbs and flows. One of the directors during the heyday of the movement was the prolific Muranishi Toru. Adpated from a novel about the man, The Naked Director depicts the character, his art, vision and his interactions with the approving and disapproving folk around him.",2,8,"Comedy, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/nbeRva0jrmJAvRflXAe89CbD3Kg.jpg
The Thundermans,2013,"Meet The Thundermans, a typical suburban family that happens to have astounding superpowers. At the center of the action are the 14-year-old Thunderman twins, who share the same bathroom, the same school, and the same annoying little siblings. Their only difference? The sister is a super student with a super sunny disposition who super looks forward to being a superhero someday, and her twin brother is a super villain.",4,29,"Action & Adventure, Comedy, Family, Sci-Fi & Fantasy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/mjbjpF2vIfunNd0JPE1UCvB7akr.jpg
Sofia the First,2013,"Set in the storybook world of Enchancia, this is the story of Princess Sofia, an adventurous little girl who is learning how to adjust to royal life after her mom marries the king and she becomes a princess overnight.",4,26,"Family, Animation, Kids",https://image.tmdb.org/t/p/w600_and_h900_bestv2/AjtUB1siU3hvqNEA85VLOmuXu2I.jpg
Yarichin Bitch Club,2018,"An all-boys boarding school deep in the mountains where love unfolds. Despite the brimming sexual desire, the overly awkward love story hooks you in! First-year Toono transfers from Tokyo to the all-boys boarding school deep in the mountains, ""Mori Moori Private School."" The friendly Yaguchi who calls out to him becomes his only friend, but his dislike of sports makes him join the most laid-back looking photography club instead of Yaguchi's soccer club. However, the photography club is in name only and is actually nicknamed the ""Yarichin Bitch Club,"" filled with colorful seniors. In contrast to the troubled Toono, Kajima, who joined the club at the same time, is completely unphased and even slips a confession to Toono into the confusion. Toono himself thinks Yaguchi is cute, but Yaguchi finds himself blushing around Kajima and stuff happens. Furthermore, complications arise between the seniors…",1,2,"Animation, Comedy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/2EsqY0eev7oiTEUKWhh1zSdaDLQ.jpg
A Love So Beautiful,2017,"The ups and downs of school, family and growing up test the affection between a budding artist and her handsome but indifferent classmate and neighbor.",1,24,Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/qVtXjxUziCfBdFVOoTbZM5MhndP.jpg
A Certain Scientific Railgun,2009,"Misaka’s electro-manipulation abilities – and delightfully destructive Railgun projectile move – make her a rock star in Academy City. The techno-metropolis is packed with supernaturally powered students known as espers, including Misaka’s flirty friend and roommate, Kuroko. She uses her teleportation skills as a member of the Judgment law enforcement team, fighting crime alongside her fellow agent Uiharu. Joined by their friend Saten, a spunky Level 0 esper, Misaka, Kuroko, and Uiharu have a blast taking on danger whenever and wherever it arises.",1,25,"Action & Adventure, Animation, Comedy, Drama, Sci-Fi & Fantasy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/dZt1dqw0K4JGhwcqTh8yExHYK9w.jpg
